RESIDENCIA/ORIGEN;Continentes;Países;Concepto turístico;CCAA de destino;Periodo;Total
Total;Europa;Bélgica;Pernoctaciones;Balears, Illes;2023M04;109.678
Total;Europa;Bélgica;Pernoctaciones;Balears, Illes;2023M03;24.545
Total;Europa;Bélgica;Pernoctaciones;Balears, Illes;2023M02;15.366
Total;Europa;Bélgica;Pernoctaciones;Balears, Illes;2023M01;17.057
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M09;229.436
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M08;271.167
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M07;282.650
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M06;220.647
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M05;250.537
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M04;303.474
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M03;317.576
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M02;289.908
Total;Europa;Bélgica;Pernoctaciones;Canarias;2023M01;299.736
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M09;6,0
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M08;7,0
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M07;6,4
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M06;6,0
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M05;5,4
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M04;5,2
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M03;5,6
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M02;6,3
Total;Europa;Bélgica;Duración media de los viajes;Balears, Illes;2023M01;7,2
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M09;8,0
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M08;8,7
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M07;7,8
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M06;7,8
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M05;7,4
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M04;7,5
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M03;8,2
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M02;8,0
Total;Europa;Bélgica;Duración media de los viajes;Canarias;2023M01;8,2
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M09;139
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M08;162
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M07;165
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M06;179
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M05;151
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M04;70
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M03;34
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M02;.
Total;Europa;Bosnia y Herzegovina;Turistas;Balears, Illes;2023M01;.
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M09;.
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M08;.
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M07;.
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M06;49
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M05;51
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M04;62
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M03;82
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M02;42
Total;Europa;Bosnia y Herzegovina;Turistas;Canarias;2023M01;.
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M09;751
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M08;875
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M07;941
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M06;806
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M05;695
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M04;350
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M03;150
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M02;.
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Balears, Illes;2023M01;.
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M09;.
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M08;.
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M07;.
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M06;392
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M05;293
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M04;577
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M03;387
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M02;222
Total;Europa;Bosnia y Herzegovina;Pernoctaciones;Canarias;2023M01;.
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M09;5,4
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M08;5,4
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M07;5,7
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M06;4,5
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M05;4,6
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M04;5,0
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M03;4,4
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M02;.
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Balears, Illes;2023M01;.
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M09;.
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M08;.
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M07;.
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M06;8,0
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M05;5,7
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M04;9,3
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M03;4,7
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M02;5,3
Total;Europa;Bosnia y Herzegovina;Duración media de los viajes;Canarias;2023M01;.
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M09;2.312
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M08;1.604
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M07;2.302
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M06;2.250
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M05;2.026
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M04;1.967
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M03;411
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M02;295
Total;Europa;Bulgaria;Turistas;Balears, Illes;2023M01;341
Total;Europa;Bulgaria;Turistas;Canarias;2023M09;892
Total;Europa;Bulgaria;Turistas;Canarias;2023M08;915
Total;Europa;Bulgaria;Turistas;Canarias;2023M07;727
Total;Europa;Bulgaria;Turistas;Canarias;2023M06;650
Total;Europa;Bulgaria;Turistas;Canarias;2023M05;799
Total;Europa;Bulgaria;Turistas;Canarias;2023M04;822
Total;Europa;Bulgaria;Turistas;Canarias;2023M03;1.005
Total;Europa;Bulgaria;Turistas;Canarias;2023M02;1.140
Total;Europa;Bulgaria;Turistas;Canarias;2023M01;844
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M09;14.797
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M08;12.832
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M07;16.344
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M06;15.525
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M05;12.156
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M04;12.786
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M03;4.028
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M02;3.009
Total;Europa;Bulgaria;Pernoctaciones;Balears, Illes;2023M01;4.024
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M09;6.857
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M08;7.322
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M07;6.062
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M06;5.155
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M05;7.031
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M04;7.299
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M03;8.629
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M02;10.445
Total;Europa;Bulgaria;Pernoctaciones;Canarias;2023M01;8.231
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M09;6,4
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M08;8,0
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M07;7,1
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M06;6,9
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M05;6,0
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M04;6,5
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M03;9,8
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M02;10,2
Total;Europa;Bulgaria;Duración media de los viajes;Balears, Illes;2023M01;11,8
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M09;7,7
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M08;8,0
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M07;8,3
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M06;7,9
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M05;8,8
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M04;8,9
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M03;8,6
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M02;9,2
Total;Europa;Bulgaria;Duración media de los viajes;Canarias;2023M01;9,8
Total;Europa;Chipre;Turistas;Balears, Illes;2023M09;232
Total;Europa;Chipre;Turistas;Balears, Illes;2023M08;458
Total;Europa;Chipre;Turistas;Balears, Illes;2023M07;517
Total;Europa;Chipre;Turistas;Balears, Illes;2023M06;251
Total;Europa;Chipre;Turistas;Balears, Illes;2023M05;208
Total;Europa;Chipre;Turistas;Balears, Illes;2023M04;86
Total;Europa;Chipre;Turistas;Balears, Illes;2023M03;76
Total;Europa;Chipre;Turistas;Balears, Illes;2023M02;.
Total;Europa;Chipre;Turistas;Balears, Illes;2023M01;30
Total;Europa;Chipre;Turistas;Canarias;2023M09;.
Total;Europa;Chipre;Turistas;Canarias;2023M08;33
Total;Europa;Chipre;Turistas;Canarias;2023M07;75
Total;Europa;Chipre;Turistas;Canarias;2023M06;71
Total;Europa;Chipre;Turistas;Canarias;2023M05;.
Total;Europa;Chipre;Turistas;Canarias;2023M04;31
Total;Europa;Chipre;Turistas;Canarias;2023M03;51
Total;Europa;Chipre;Turistas;Canarias;2023M02;45
Total;Europa;Chipre;Turistas;Canarias;2023M01;96
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M09;1.554
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M08;2.382
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M07;2.327
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M06;1.130
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M05;1.227
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M04;559
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M03;585
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M02;.
Total;Europa;Chipre;Pernoctaciones;Balears, Illes;2023M01;210
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M09;.
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M08;247
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M07;478
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M06;419
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M05;.
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M04;234
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M03;482
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M02;356
Total;Europa;Chipre;Pernoctaciones;Canarias;2023M01;777
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M09;6,7
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M08;5,2
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M07;4,5
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M06;4,5
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M05;5,9
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M04;6,5
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M03;7,7
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M02;.
Total;Europa;Chipre;Duración media de los viajes;Balears, Illes;2023M01;7,0
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M09;.
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M08;7,5
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M07;6,4
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M06;5,9
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M05;.
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M04;7,5
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M03;9,5
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M02;7,9
Total;Europa;Chipre;Duración media de los viajes;Canarias;2023M01;8,1
Total;Europa;Croacia;Turistas;Balears, Illes;2023M09;902
Total;Europa;Croacia;Turistas;Balears, Illes;2023M08;988
Total;Europa;Croacia;Turistas;Balears, Illes;2023M07;1.076
Total;Europa;Croacia;Turistas;Balears, Illes;2023M06;960
Total;Europa;Croacia;Turistas;Balears, Illes;2023M05;811
Total;Europa;Croacia;Turistas;Balears, Illes;2023M04;693
Total;Europa;Croacia;Turistas;Balears, Illes;2023M03;290
Total;Europa;Croacia;Turistas;Balears, Illes;2023M02;173
Total;Europa;Croacia;Turistas;Balears, Illes;2023M01;245
Total;Europa;Croacia;Turistas;Canarias;2023M09;458
Total;Europa;Croacia;Turistas;Canarias;2023M08;566
Total;Europa;Croacia;Turistas;Canarias;2023M07;453
Total;Europa;Croacia;Turistas;Canarias;2023M06;455
Total;Europa;Croacia;Turistas;Canarias;2023M05;560
Total;Europa;Croacia;Turistas;Canarias;2023M04;920
Total;Europa;Croacia;Turistas;Canarias;2023M03;769
Total;Europa;Croacia;Turistas;Canarias;2023M02;900
Total;Europa;Croacia;Turistas;Canarias;2023M01;1.207
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M09;5.592
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M08;6.323
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M07;6.564
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M06;5.376
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M05;4.298
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M04;3.326
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M03;1.827
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M02;986
Total;Europa;Croacia;Pernoctaciones;Balears, Illes;2023M01;1.225
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M09;3.127
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M08;4.755
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M07;3.421
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M06;3.129
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M05;3.976
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M04;7.670
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M03;6.115
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M02;6.888
Total;Europa;Croacia;Pernoctaciones;Canarias;2023M01;9.587
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M09;6,2
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M08;6,4
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M07;6,1
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M06;5,6
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M05;5,3
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M04;4,8
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M03;6,3
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M02;5,7
Total;Europa;Croacia;Duración media de los viajes;Balears, Illes;2023M01;5,0
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M09;6,8
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M08;8,4
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M07;7,6
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M06;6,9
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M05;7,1
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M04;8,3
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M03;8,0
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M02;7,7
Total;Europa;Croacia;Duración media de los viajes;Canarias;2023M01;7,9
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M09;19.606
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M08;24.866
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M07;39.354
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M06;19.864
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M05;22.770
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M04;20.769
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M03;2.461
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M02;1.429
Total;Europa;Dinamarca;Turistas;Balears, Illes;2023M01;1.277
Total;Europa;Dinamarca;Turistas;Canarias;2023M09;7.511
Total;Europa;Dinamarca;Turistas;Canarias;2023M08;9.388
Total;Europa;Dinamarca;Turistas;Canarias;2023M07;11.215
Total;Europa;Dinamarca;Turistas;Canarias;2023M06;7.245
Total;Europa;Dinamarca;Turistas;Canarias;2023M05;7.732
Total;Europa;Dinamarca;Turistas;Canarias;2023M04;24.408
Total;Europa;Dinamarca;Turistas;Canarias;2023M03;33.901
Total;Europa;Dinamarca;Turistas;Canarias;2023M02;35.264
Total;Europa;Dinamarca;Turistas;Canarias;2023M01;33.157
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M09;117.636
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M08;171.575
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M07;271.543
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M06;119.184
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M05;132.066
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M04;120.460
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M03;16.981
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M02;10.575
Total;Europa;Dinamarca;Pernoctaciones;Balears, Illes;2023M01;10.471
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M09;55.761
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M08;75.218
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M07;86.830
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M06;55.437
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M05;61.240
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M04;174.242
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M03;250.867
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M02;261.429
Total;Europa;Dinamarca;Pernoctaciones;Canarias;2023M01;240.740
Total;Europa;Dinamarca;Duración media de los viajes;Balears, Illes;2023M09;6,0
